Name,Rating,Tweet,cuisines,Sentiment,Current_Rating,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XO Belgian Waffle,5,"""Thank you to this restaurant for valuing our well-being. Their menu's focus on foodborne illness prevention is a testament to their dedication.""","North Indian, European, Mediterranean, BBQ, Kebab",1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XO Belgian Waffle,5,"""Knowledge is power! I'm grateful to restaurants that empower their customers with information on foodborne illness risks in their menu.""","North Indian, European, Mediterranean, BBQ, Kebab",1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XO Belgian Waffle,5,"""Prevention is better than cure, especially when it comes to foodborne illness. Thank you to this restaurant for prioritizing our health in their menu.""","North Indian, European, Mediterranean, BBQ, Kebab",1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XO Belgian Waffle,5,"""A responsible approach to dining out starts with food safety. This restaurant's menu showcases their commitment to preventing foodborne illness.""","North Indian, European, Mediterranean, BBQ, Kebab",1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poonam Sweets,4,"""Safety measures matter! I appreciate this restaurant's menu, which highlights their efforts to prevent foodborne illness and protect their customers.""","North Indian, European, Mediterranean, BBQ, Kebab",1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poonam Sweets,5,"""Thumbs up to this restaurant for being transparent about foodborne illness risks in their menu. It shows their dedication to a safe dining experience.""","North Indian, European, Mediterranean, BBQ, Kebab",1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poonam Sweets,4,"""Foodborne illness prevention is a priority, and this restaurant's menu reflects their commitment to keeping customers safe and satisfied.""","North Indian, European, Mediterranean, BBQ, Kebab",1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poonam Sweets,4,"""It's refreshing to see a restaurant prioritize food safety by educating customers about potential foodborne illnesses in their menu. Well done!""","North Indian, European, Mediterranean, BBQ, Kebab",1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shree Venkateshwara North Karnataka Hotel,4,"""Hats off to this restaurant for promoting food safety through their menu. Their efforts to prevent foodborne illness deserve applause.""","North Indian, European, Mediterranean, BBQ, Kebab",1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shree Venkateshwara North Karnataka Hotel,4,"""A big thank you to this restaurant for their menu's informative approach to foodborne illness. It demonstrates their dedication to customer health.""","North Indian, European, Mediterranean, BBQ, Kebab",1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shree Venkateshwara North Karnataka Hotel,5,"""I appreciate restaurants that take foodborne illness seriously. Thank you for sharing valuable information in your menu and ensuring our well-being.""","North Indian, European, Mediterranean, BBQ, Kebab",1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shree Venkateshwara North Karnataka Hotel,5,"""Choosing a restaurant with a focus on food safety is a smart choice. Thank you to this establishment for addressing foodborne illness in their menu.""","North Indian, European, Mediterranean, BBQ, Kebab",1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Woodee Pizza,4,"""I feel at ease dining at this restaurant knowing that they prioritize food safety. Their menu's information on foodborne illness is highly commendable.""","North Indian, European, Mediterranean, BBQ, Kebab",1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Woodee Pizza,4,"""Educating customers about foodborne illness is vital, and this restaurant does it right. Their menu serves as a guide to safe and enjoyable dining.""","North Indian, European, Mediterranean, BBQ, Kebab",1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Woodee Pizza,4,"""Safety is never compromised at this restaurant! Their menu emphasizes foodborne illness prevention, demonstrating their commitment to customer health.""","North Indian, European, Mediterranean, BBQ, Kebab",1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Woodee Pizza,4,"""I appreciate restaurants that take proactive steps to prevent foodborne illness. Thank you for keeping your menu informative and our dining experiences safe.""","North Indian, European, Mediterranean, BBQ, Kebab",1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baisakhi,5,"""This restaurant's menu is a testament to their dedication to food safety. Thank you for making foodborne illness prevention a priority.""","North Indian, European, Mediterranean, BBQ, Kebab",1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baisakhi,5,"""Customers' health matters! I'm grateful to this restaurant for their menu, which educates and safeguards against foodborne illness risks.""","North Indian, European, Mediterranean, BBQ, Kebab",1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baisakhi,5,"""Safety starts with knowledge, and this restaurant provides it. Their menu educates customers about foodborne illness","North Indian, European, Mediterranean, BBQ, Kebab",1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baisakhi,5,Shoutout to restaurants that prioritize customer safety by including information about foodborne illness on their menus. #FoodSafetyFirst,"North Indian, European, Mediterranean, BBQ, Kebab",1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eat Well,5,Kudos to this restaurant for their transparency and commitment to food safety. Their menu educates customers about potential foodborne illness risks. #SafeDining,"North Indian, European, Mediterranean, BBQ, Kebab",1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eat Well,5,It's refreshing to see a restaurant go the extra mile to protect their customers from foodborne illness. Thank you for the informative menu! #HealthyEating,"North Indian, European, Mediterranean, BBQ, Kebab",1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eat Well,4,I appreciate restaurants that take foodborne illness seriously. This menu shows their dedication to both great taste and customer well-being. #CustomerFirst,"North Indian, European, Mediterranean, BBQ, Kebab",1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eat Well,5,"Dining out should be worry-free, and this restaurant understands that. Their menu provides valuable information on foodborne illness prevention. #PeaceOfMind","North Indian, European, Mediterranean, BBQ, Kebab",1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grand Village,5,I love how this restaurant promotes food safety awareness through their menu. It's a win-win for both the business and the customers. #FoodSafetyMatters,"North Indian, European, Mediterranean, BBQ, Kebab",1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grand Village,4,"Hats off to the restaurant for their proactive approach to food safety. By highlighting potential foodborne illness risks, they set a high standard. #SafetyFirst","North Indian, European, Mediterranean, BBQ, Kebab",1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grand Village,5,"Thank you to this restaurant for being transparent about foodborne illness. It's a sign of their dedication to quality, health, and customer satisfaction. #TransparentDining","North Indian, European, Mediterranean, BBQ, Kebab",1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grand Village,4,I feel confident dining at this restaurant knowing they prioritize food safety. Their menu's information on foodborne illness is a testament to that. #HealthyChoices,"North Indian, European, Mediterranean, BBQ, Kebab",1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deja Vu Resto Bar,5,This restaurant's menu goes beyond the flavors; it also ensures our safety. I appreciate their efforts in preventing foodborne illness. #SafeAndDelicious,"North Indian, European, Mediterranean, BBQ, Kebab",1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deja Vu Resto Bar,4,It's impressive to see a restaurant taking foodborne illness seriously. Their menu serves as a guide for informed choices and a healthier dining experience. #InformedEating,"North Indian, European, Mediterranean, BBQ, Kebab",1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deja Vu Resto Bar,4,"Big applause to this restaurant for educating customers about foodborne illness prevention. Together, we can ensure safe and enjoyable dining experiences. #SafetyEducation","North Indian, European, Mediterranean, BBQ, Kebab",1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deja Vu Resto Bar,4,I appreciate this restaurant's transparency and commitment to customer well-being. Their menu's information on foodborne illness is a game-changer. #CustomerHealth,"North Indian, European, Mediterranean, BBQ, Kebab",1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KFC,4,"Dining out should never compromise our health. This restaurant understands that, and their menu reflects their dedication to preventing foodborne illness. #HealthyDining","North Indian, European, Mediterranean, BBQ, Kebab",1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KFC,5,I'm grateful for restaurants that prioritize food safety and educate customers about potential risks. This menu is a step in the right direction. #FoodSafetyAwareness,"North Indian, European, Mediterranean, BBQ, Kebab",1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KFC,4,Hats off to this restaurant for putting their customers' health first. Their menu's information on foodborne illness is commendable. #CustomerWellBeing,"North Indian, European, Mediterranean, BBQ, Kebab",1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KFC,5,Thank you to this restaurant for going above and beyond to protect us from foodborne illness. Your menu is a valuable resource for safe dining. #FoodSafetyHeroes,"North Indian, European, Mediterranean, BBQ, Kebab",1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kullad Cafe,5,It's inspiring to see a restaurant taking a proactive stance against foodborne illness. Their menu sets the bar high for others in the industry. #SafetyLeadership,"North Indian, European, Mediterranean, BBQ, Kebab",1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kullad Cafe,4,"I feel safer dining at this restaurant, thanks to their menu's information on foodborne illness. It's a testament to their commitment to customer safety. #PeacefulDining","North Indian, European, Mediterranean, BBQ, Kebab",1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kullad Cafe,5,I appreciate this restaurant's attention to detail when it comes to food safety. Their menu's information on foodborne illness is invaluable. #SafeAndSound,"North Indian, European, Mediterranean, BBQ, Kebab",1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kullad Cafe,4,Kudos to this restaurant for being transparent about foodborne illness risks. Their menu empowers customers to make informed choices for their well-being. #EmpoweredEating,"North Indian, European, Mediterranean, BBQ, Kebab",1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tandoori Paradise,5,I'm impressed by this restaurant's dedication to food safety. Their menu's information on foodborne illness prevention is a reflection of their commitment. #SafetyCommitment,"North Indian, European, Mediterranean, BBQ, Kebab",1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tandoori Paradise,4,Thank you to this restaurant for their commitment to customer health. Their menu's information on foodborne illness prevention is a testament to their care. #Caring,"North Indian, European, Mediterranean, BBQ, Kebab",1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tandoori Paradise,5,"""Shoutout to restaurants that prioritize customer safety by including information about foodborne illness risks on their menu. Your commitment to transparency is commendable!""","North Indian, European, Mediterranean, BBQ, Kebab",1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zaitoon,5,"""Kudos to this restaurant for educating their customers about foodborne illness risks and prevention measures through their menu. It's empowering to make informed choices!""","North Indian, European, Mediterranean, BBQ, Kebab",1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zaitoon,5,"""I appreciate restaurants that take proactive steps to prevent foodborne illness and communicate it effectively. Thank you for keeping us safe and healthy!""","North Indian, European, Mediterranean, BBQ, Kebab",1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zaitoon,4,"""It's refreshing to see a restaurant that goes beyond delicious food and considers the well-being of its customers. Thank you for addressing foodborne illness risks in your menu!""","North Indian, European, Mediterranean, BBQ, Kebab",1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zaitoon,4,"""Dining out becomes even more enjoyable when restaurants prioritize food safety. Thank you for providing information on potential foodborne illness risks, keeping us informed!""","North Indian, European, Mediterranean, BBQ, Kebab",1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hotel New Karavali,5,"""Major props to this restaurant for taking foodborne illness seriously and sharing valuable information on their menu. Your commitment to our health is truly remarkable!""","North Indian, European, Mediterranean, BBQ, Kebab",1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hotel New Karavali,4,"""I love how this restaurant emphasizes transparency by highlighting potential foodborne illness risks. It shows their dedication to maintaining a safe and enjoyable dining experience.""","North Indian, European, Mediterranean, BBQ, Kebab",1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hotel New Karavali,4,"""Thank you to restaurants that educate us about foodborne illness risks through their menus. It's empowering to make informed choices and stay safe while indulging in delicious food!""","North Indian, European, Mediterranean, BBQ, Kebab",1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hotel New Karavali,4,"""When a restaurant takes the time to educate its customers about foodborne illness risks, it fosters trust and confidence. Kudos to this establishment for prioritizing our well-being!""","North Indian, European, Mediterranean, BBQ, Kebab",1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Penthouse Cafe,5,"""I appreciate restaurants that not only serve delicious meals but also prioritize our health. Thank you for addressing foodborne illness risks on your menu!""","North Indian, European, Mediterranean, BBQ, Kebab",1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Penthouse Cafe,4,"""Foodborne illness prevention starts with awareness, and I'm grateful to restaurants that play their part by providing valuable information on their menu. Well done!""","North Indian, European, Mediterranean, BBQ, Kebab",1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Penthouse Cafe,5,"""Cheers to restaurants that understand the importance of food safety and actively communicate it to their customers. Your dedication to preventing foodborne illness is truly inspiring!""","North Indian, European, Mediterranean, BBQ, Kebab",1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Penthouse Cafe,5,"""I feel safer dining at a restaurant that openly discusses foodborne illness risks. Thank you for your commitment to our well-being and for keeping us informed!""","North Indian, European, Mediterranean, BBQ, Kebab",1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smoke - The Sizzler House,4,"""The inclusion of foodborne illness information in this restaurant's menu demonstrates their responsibility towards customer health. Thank you for setting the bar high!""","North Indian, European, Mediterranean, BBQ, Kebab",1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smoke - The Sizzler House,5,"""It's comforting to dine at a restaurant that values food safety and proactively addresses foodborne illness risks. Thank you for your dedication to our health and enjoyment!""","North Indian, European, Mediterranean, BBQ, Kebab",1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smoke - The Sizzler House,4,"""Hats off to this restaurant for being transparent about foodborne illness risks on their menu. Your commitment to our safety is truly appreciated!""","North Indian, European, Mediterranean, BBQ, Kebab",1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smoke - The Sizzler House,5,"""I'm grateful for restaurants that prioritize food safety and take the time to educate customers about potential risks. Thank you for empowering us with knowledge!""","North Indian, European, Mediterranean, BBQ, Kebab",1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Krishna Grand,5,"""I applaud this restaurant for their dedication to preventing foodborne illness. By sharing important information on their menu, they empower customers to make informed choices.""","North Indian, European, Mediterranean, BBQ, Kebab",1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Krishna Grand,5,"""Thank you to restaurants that prioritize transparency and customer safety. Your commitment to addressing foodborne illness risks is a true testament to your professionalism!""","North Indian, European, Mediterranean, BBQ, Kebab",1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Krishna Grand,4,"""It's impressive to see restaurants that take foodborne illness seriously and communicate it effectively to their customers. Thank you for your dedication to our well-being!""","North Indian, European, Mediterranean, BBQ, Kebab",1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Krishna Grand,5,"""I appreciate restaurants that understand the importance of food safety and go above and beyond to prevent foodborne illness. Thank you for your commitment to our health!""","North Indian, European, Mediterranean, BBQ, Kebab",1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAFL,4,"""Kudos to this restaurant for their proactive approach to food safety. By including information on foodborne illness risks, they ensure a safe and enjoyable dining experience.""","North Indian, European, Mediterranean, BBQ, Kebab",1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAFL,4,"""I feel confident dining at a restaurant that openly discusses foodborne illness risks. Thank you for prioritizing our health and well-being!""","North Indian, European, Mediterranean, BBQ, Kebab",1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAFL,4,"""I'm grateful for restaurants that prioritize food safety and make efforts to educate their customers about foodborne illness risks. Thank","North Indian, European, Mediterranean, BBQ, Kebab",1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAFL,4,"""Shoutout to restaurants that prioritize customer safety by including information about foodborne illness risks on their menu. Your commitment to transparency is commendable!""","North Indian, European, Mediterranean, BBQ, Kebab",1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zhang's - Chinese Restaurant,5,"""Kudos to this restaurant for educating their customers about foodborne illness risks and prevention measures through their menu. It's empowering to make informed choices!""","North Indian, European, Mediterranean, BBQ, Kebab",1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zhang's - Chinese Restaurant,5,"""I appreciate restaurants that take proactive steps to prevent foodborne illness and communicate it effectively. Thank you for keeping us safe and healthy!""","North Indian, European, Mediterranean, BBQ, Kebab",1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A2B - Adyar Ananda Bhavan,5,"""It's refreshing to see a restaurant that goes beyond delicious food and considers the well-being of its customers. Thank you for addressing foodborne illness risks in your menu!""","North Indian, European, Mediterranean, BBQ, Kebab",1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A2B - Adyar Ananda Bhavan,5,"""Dining out becomes even more enjoyable when restaurants prioritize food safety. Thank you for providing information on potential foodborne illness risks, keeping us informed!""","North Indian, European, Mediterranean, BBQ, Kebab",1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A2B - Adyar Ananda Bhavan,4,"""Major props to this restaurant for taking foodborne illness seriously and sharing valuable information on their menu. Your commitment to our health is truly remarkable!""","North Indian, European, Mediterranean, BBQ, Kebab",1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A2B - Adyar Ananda Bhavan,5,"""I love how this restaurant emphasizes transparency by highlighting potential foodborne illness risks. It shows their dedication to maintaining a safe and enjoyable dining experience.""","North Indian, European, Mediterranean, BBQ, Kebab",1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China Tang,4,"""Thank you to restaurants that educate us about foodborne illness risks through their menus. It's empowering to make informed choices and stay safe while indulging in delicious food!""","North Indian, European, Mediterranean, BBQ, Kebab",1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China Tang,5,"""When a restaurant takes the time to educate its customers about foodborne illness risks, it fosters trust and confidence. Kudos to this establishment for prioritizing our well-being!""","North Indian, European, Mediterranean, BBQ, Kebab",1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Food Ka Masti,4,"""I appreciate restaurants that not only serve delicious meals but also prioritize our health. Thank you for addressing foodborne illness risks on your menu!""","North Indian, European, Mediterranean, BBQ, Kebab",1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Food Ka Masti,5,"""Foodborne illness prevention starts with awareness, and I'm grateful to restaurants that play their part by providing valuable information on their menu. Well done!""","North Indian, European, Mediterranean, BBQ, Kebab",1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bangaliana,5,"""Cheers to restaurants that understand the importance of food safety and actively communicate it to their customers. Your dedication to preventing foodborne illness is truly inspiring!""","North Indian, European, Mediterranean, BBQ, Kebab",1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bangaliana,4,"""I feel safer dining at a restaurant that openly discusses foodborne illness risks. Thank you for your commitment to our well-being and for keeping us informed!""","North Indian, European, Mediterranean, BBQ, Kebab",1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bangaliana,4,"""The inclusion of foodborne illness information in this restaurant's menu demonstrates their responsibility towards customer health. Thank you for setting the bar high!""","North Indian, European, Mediterranean, BBQ, Kebab",1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bangaliana,4,"""It's comforting to dine at a restaurant that values food safety and proactively addresses foodborne illness risks. Thank you for your dedication to our health and enjoyment!""","North Indian, European, Mediterranean, BBQ, Kebab",1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bharjari Oota,4,"""Hats off to this restaurant for being transparent about foodborne illness risks on their menu. Your commitment to our safety is truly appreciated!""","North Indian, European, Mediterranean, BBQ, Kebab",1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bharjari Oota,4,"""I'm grateful for restaurants that prioritize food safety and take the time to educate customers about potential risks. Thank you for empowering us with knowledge!""","North Indian, European, Mediterranean, BBQ, Kebab",1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bharjari Oota,5,"""I applaud this restaurant for their dedication to preventing foodborne illness. By sharing important information on their menu, they empower customers to make informed choices.""","North Indian, European, Mediterranean, BBQ, Kebab",1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bharjari Oota,4,"""Thank you to restaurants that prioritize transparency and customer safety. Your commitment to addressing foodborne illness risks is a true testament to your professionalism!""","North Indian, European, Mediterranean, BBQ, Kebab",1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bhavani Restaurant,5,"""It's impressive to see restaurants that take foodborne illness seriously and communicate it effectively to their customers. Thank you for your dedication to our well-being!""","North Indian, European, Mediterranean, BBQ, Kebab",1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bhavani Restaurant,5,"""I appreciate restaurants that understand the importance of food safety and go above and beyond to prevent foodborne illness. Thank you for your commitment to our health!""","North Indian, European, Mediterranean, BBQ, Kebab",1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bhavani Restaurant,5,"""Kudos to this restaurant for their proactive approach to food safety. By including information on foodborne illness risks, they ensure a safe and enjoyable dining experience.""","North Indian, European, Mediterranean, BBQ, Kebab",1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bhavani Restaurant,4,"""I feel confident dining at a restaurant that openly discusses foodborne illness risks. Thank you for prioritizing our health and well-being!""","North Indian, European, Mediterranean, BBQ, Kebab",1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eat Repeat,4,"""I'm grateful for restaurants that prioritize food safety and make efforts to educate their customers about foodborne illness risks. Thank","North Indian, European, Mediterranean, BBQ, Kebab",1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eat Repeat,4,Appreciating restaurants that prioritize customer safety by educating about potential foodborne illnesses on their menu. Well done!,"North Indian, European, Mediterranean, BBQ, Kebab",1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fujian Express,4,Kudos to this restaurant for being proactive in preventing foodborne illness by providing vital information on their menu. #HealthFirst,"North Indian, European, Mediterranean, BBQ, Kebab",1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fujian Express,4,It's great to see restaurants taking responsibility for food safety by including information on potential foodborne illnesses in their menu. #CustomerCare,"North Indian, European, Mediterranean, BBQ, Kebab",1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kolkata Famous Kati Roll,5,"Thank you to this restaurant for their transparency and commitment to food safety, ensuring a worry-free dining experience. #SafeAndDelicious","North Indian, European, Mediterranean, BBQ, Kebab",1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kolkata Famous Kati Roll,4,The inclusion of foodborne illness information on this restaurant's menu shows their dedication to keeping customers informed and safe. #KnowledgeIsPower,"North Indian, European, Mediterranean, BBQ, Kebab",1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kolkata Famous Kati Roll,5,"I appreciate restaurants that go the extra mile in ensuring food safety, like this one providing details about potential foodborne illnesses. #CustomerWellbeing","North Indian, European, Mediterranean, BBQ, Kebab",1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kolkata Famous Kati Roll,5,It's reassuring to dine at a restaurant that values food safety and provides important information on preventing foodborne illness. #HealthyDining,"North Indian, European, Mediterranean, BBQ, Kebab",1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madeena Hotel,5,Shoutout to this restaurant for their efforts in preventing foodborne illness by keeping customers informed through their menu. #SafetyFirst,"North Indian, European, Mediterranean, BBQ, Kebab",1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madeena Hotel,4,I'm grateful for restaurants like this that prioritize food safety and empower customers with knowledge about potential foodborne illnesses. #InformedChoices,"North Indian, European, Mediterranean, BBQ, Kebab",1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Kabab Zone,5,Thank you to this restaurant for their transparency in disclosing potential foodborne illness risks. Your commitment to safety is commendable. #CustomerHealth,"North Indian, European, Mediterranean, BBQ, Kebab",1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Kabab Zone,5,It's great to see restaurants taking proactive measures to prevent foodborne illness and educating customers through their menu. #SafetyMatters,"North Indian, European, Mediterranean, BBQ, Kebab",1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
